정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
BSB164040101,화인아파트,35.17162543,129.05941496,2024-10-28,5033.0,21,부산광역시,부산BIS
BSB164040102,정묘사,35.17420818,129.06170973,2024-10-28,5031.0,21,부산광역시,부산BIS
BSB164040103,화인아파트,35.1719134,129.05972774,2024-10-28,,21,부산광역시,부산BIS
BSB164040201,부산시민공원,35.17108889,129.05637593,2024-10-28,5034.0,21,부산광역시,부산BIS
BSB164050201,양정청소년수련원,35.17679901,129.07184012,2024-10-28,5336.0,21,부산광역시,부산BIS
BSB164080101,대구철물,35.17227397,129.07622203,2024-10-28,,21,부산광역시,부산BIS
BSB164080201,부산진여자고등학교,35.1701999,129.07498195,2024-10-28,,21,부산광역시,부산BIS
BSB164080301,동의의료원사거리,35.17199038,129.07441915,2024-10-28,,21,부산광역시,부산BIS
BSB164080302,양정성당,35.17153053,129.07292522,2024-10-28,,21,부산광역시,부산BIS
BSB164090201,범내골역.상공회의소,35.14776933,129.0610247,2024-10-28,5223.0,21,부산광역시,부산BIS
BSB164090202,범내골역.상공회의소,35.14785833,129.06128757,2024-10-28,5224.0,21,부산광역시,부산BIS
BSB164090401,범내골역,35.14656417,129.05878923,2024-10-28,,21,부산광역시,부산BIS
BSB164090501,범내골역,35.14757121,129.05895752,2024-10-28,,21,부산광역시,부산BIS
BSB164100302,범내골역,35.14759415,129.05901261,2024-10-28,5228.0,21,부산광역시,부산BIS
BSB164160301,지오플레이스,35.14919404,129.06321398,2024-10-28,5238.0,21,부산광역시,부산BIS
BSB164170201,부전역,35.1613074,129.06275359,2024-10-28,,21,부산광역시,부산BIS
BSB164170301,전포초등학교,35.15931461,129.06217629,2024-10-28,5250.0,21,부산광역시,부산BIS
BSB164170501,부전역,35.16226676,129.06221536,2024-10-28,,21,부산광역시,부산BIS
BSB164170502,부전시장,35.1632453,129.0615757,2024-10-28,,21,부산광역시,부산BIS
BSB164180401,송상현광장,35.16440723,129.0632215,2024-10-28,5350.0,21,부산광역시,부산BIS
BSB164190101,양정대원칸타빌,35.17064857,129.06752733,2024-10-28,5023.0,21,부산광역시,부산BIS
BSB164190102,대원칸타빌아파트,35.17076465,129.06753334,2024-10-28,,21,부산광역시,부산BIS
BSB164200201,자유.평화시장,35.1406355,129.06025153,2024-10-28,3149.0,21,부산광역시,부산BIS
BSB164200202,범일역,35.14056596,129.06032176,2024-10-28,,21,부산광역시,부산BIS
BSB164240201,성북초등학교,35.14974719,129.06721166,2024-10-28,5265.0,21,부산광역시,부산BIS
BSB164240202,성북초등학교,35.14969052,129.06705782,2024-10-28,,21,부산광역시,부산BIS
BSB164240301,문전교차로,35.14834518,129.06595903,2024-10-28,7034.0,21,부산광역시,부산BIS
BSB164240302,국제금융센터.부산은행역,35.14527605,129.06646962,2024-10-28,7168.0,21,부산광역시,부산BIS
BSB164240401,지오플레이스,35.14926504,129.06450675,2024-10-28,,21,부산광역시,부산BIS
BSB164260501,경남공고,35.151939,129.06240458,2024-10-28,5349.0,21,부산광역시,부산BIS
BSB164270101,경남공고(전포역),35.15272739,129.0656476,2024-10-28,5356.0,21,부산광역시,부산BIS
BSB164280101,부산은행(전포역),35.15443771,129.06594106,2024-10-28,,21,부산광역시,부산BIS
BSB164280102,전포1동주민센터,35.15445392,129.06776711,2024-10-28,,21,부산광역시,부산BIS
BSB164280201,경남공고(전포역),35.15310859,129.0651011,2024-10-28,5259.0,21,부산광역시,부산BIS
BSB164280301,부전도서관,35.15457639,129.06286658,2024-10-28,,21,부산광역시,부산BIS
BSB164280401,전포사거리,35.15570191,129.0656076,2024-10-28,5357.0,21,부산광역시,부산BIS
BSB164290101,동성고교,35.15154167,129.06842833,2024-10-28,5270.0,21,부산광역시,부산BIS
BSB164290102,동성고등학교,35.15133427,129.06850247,2024-10-28,,21,부산광역시,부산BIS
BSB164290103,부산진여자중학교,35.15350804,129.06848938,2024-10-28,,21,부산광역시,부산BIS
BSB164290301,부산마케팅고등학교,35.1500849,129.06949846,2024-10-28,5266.0,21,부산광역시,부산BIS
BSB164290302,부산마케팅고등학교,35.15008435,129.06927472,2024-10-28,,21,부산광역시,부산BIS
BSB164290401,성북초등학교,35.15009508,129.06717702,2024-10-28,5264.0,21,부산광역시,부산BIS
BSB164290402,성북초등학교,35.15006378,129.06707792,2024-10-28,,21,부산광역시,부산BIS
BSB164290501,지오플레이스,35.15039138,129.06434778,2024-10-28,5225.0,21,부산광역시,부산BIS
BSB164300201,경남공고,35.1528676,129.06227008,2024-10-28,5279.0,21,부산광역시,부산BIS
BSB164300202,경남공업고등학교,35.15295788,129.06227331,2024-10-28,,21,부산광역시,부산BIS
BSB164300401,부전도서관,35.15499546,129.06243608,2024-10-28,5281.0,21,부산광역시,부산BIS
BSB164310101,동성고교,35.15175785,129.06828911,2024-10-28,5263.0,21,부산광역시,부산BIS
BSB164310102,동성고등학교,35.15162894,129.06829407,2024-10-28,,21,부산광역시,부산BIS
BSB164310103,부산진여자중학교,35.15324134,129.06827549,2024-10-28,,21,부산광역시,부산BIS
BSB164310201,부산은행(전포역),35.15458588,129.06594023,2024-10-28,,21,부산광역시,부산BIS
BSB164310202,전포1동주민센터,35.15459706,129.06757893,2024-10-28,,21,부산광역시,부산BIS
BSB164310301,전포고개,35.15584833,129.06836333,2024-10-28,5261.0,21,부산광역시,부산BIS
BSB164320101,(구)대우자동차,35.15767301,129.06673749,2024-10-28,5258.0,21,부산광역시,부산BIS
BSB164320201,전포사거리,35.15660238,129.06507027,2024-10-28,5257.0,21,부산광역시,부산BIS
BSB164320301,(구)NC서면점,35.15788602,129.0630348,2024-10-28,5358.0,21,부산광역시,부산BIS
BSB164320302,NC서면점,35.15789149,129.06292495,2024-10-28,,21,부산광역시,부산BIS
BSB164320303,전포사거리,35.15818131,129.06531878,2024-10-28,,21,부산광역시,부산BIS
BSB164330101,부산진여자중학교,35.15531042,129.06821602,2024-10-28,5260.0,21,부산광역시,부산BIS
BSB164330301,(구)대우자동차,35.15824,129.06819,2024-10-28,5254.0,21,부산광역시,부산BIS
BSB164340101,NC서면점,35.15767124,129.06308055,2024-10-28,5253.0,21,부산광역시,부산BIS
BSB164340102,NC서면점,35.15766551,129.06293571,2024-10-28,,21,부산광역시,부산BIS
BSB164340201,부전도서관,35.15579376,129.06223935,2024-10-28,5278.0,21,부산광역시,부산BIS
BSB164340401,전포초등학교,35.15999348,129.06242757,2024-10-28,5251.0,21,부산광역시,부산BIS
BSB164340402,전포초등학교,35.15973673,129.06242707,2024-10-28,5252.0,21,부산광역시,부산BIS
BSB164340403,전포초등학교,35.15889322,129.06242952,2024-10-28,,21,부산광역시,부산BIS
BSB164350201,전포어린이놀이터,35.15974112,129.06694114,2024-10-28,5338.0,21,부산광역시,부산BIS
BSB164350202,어린이놀이터,35.15952566,129.06727661,2024-10-28,,21,부산광역시,부산BIS
BSB164350401,전포초등학교,35.16110858,129.06410928,2024-10-28,,21,부산광역시,부산BIS
BSB164360101,부전시장,35.16222366,129.05820763,2024-10-28,5297.0,21,부산광역시,부산BIS
BSB164360102,동해선부전역,35.16344296,129.06112459,2024-10-28,5284.0,21,부산광역시,부산BIS
BSB164360201,부전시장입구,35.15942737,129.05758513,2024-10-28,5188.0,21,부산광역시,부산BIS
BSB164360202,국민은행,35.15927102,129.05770252,2024-10-28,,21,부산광역시,부산BIS
BSB164360203,부전시장,35.16056828,129.05664645,2024-10-28,,21,부산광역시,부산BIS
BSB164360401,부전시장,35.16169657,129.05614157,2024-10-28,,21,부산광역시,부산BIS
BSB164370101,부산시민공원,35.16415874,129.06240586,2024-10-28,,21,부산광역시,부산BIS
BSB164370201,부전역,35.16236539,129.06183347,2024-10-28,5010.0,21,부산광역시,부산BIS
BSB164380101,부산은행,35.16392788,129.06359215,2024-10-28,,21,부산광역시,부산BIS
BSB164380301,새마을금고,35.16475298,129.06256902,2024-10-28,,21,부산광역시,부산BIS
BSB164390201,양정대원칸타빌,35.17144606,129.06717516,2024-10-28,5026.0,21,부산광역시,부산BIS
BSB164390202,대원칸타빌아파트,35.17168525,129.06718625,2024-10-28,,21,부산광역시,부산BIS
BSB164390401,현대아파트209동,35.17213766,129.06566871,2024-10-28,,21,부산광역시,부산BIS
BSB164390402,현대아파트213동,35.17212979,129.06665828,2024-10-28,,21,부산광역시,부산BIS
BSB164400201,(구)대우자동차,35.15814676,129.06805394,2024-10-28,5339.0,21,부산광역시,부산BIS
BSB164400301,전포동어린이놀이터,35.15956833,129.067345,2024-10-28,,21,부산광역시,부산BIS
BSB164400302,어린이놀이터,35.15956679,129.06755007,2024-10-28,,21,부산광역시,부산BIS
BSB164420501,부전시장입구,35.15902619,129.05826994,2024-10-28,5186.0,21,부산광역시,부산BIS
BSB164450101,서면부속상가,35.15765496,129.06102113,2024-10-28,5277.0,21,부산광역시,부산BIS
BSB164450102,햇님공원,35.10376907,128.9606274,2024-10-28,10246.0,21,부산광역시,부산BIS
BSB164460102,(구)양정육교,35.17047543,129.06950926,2024-10-28,,21,부산광역시,부산BIS
BSB164460103,양정역,35.17254604,129.07112107,2024-10-28,,21,부산광역시,부산BIS
BSB164470101,부산시민공원,35.16588827,129.0613979,2024-10-28,,21,부산광역시,부산BIS
BSB164470102,범전치안센터,35.16647887,129.06264994,2024-10-28,,21,부산광역시,부산BIS
BSB164470201,동해선부전역,35.16457052,129.06236049,2024-10-28,5171.0,21,부산광역시,부산BIS
BSB164470202,새마을금고,35.16462272,129.06228041,2024-10-28,,21,부산광역시,부산BIS
BSB164480101,한신아파트,35.16249608,129.06559068,2024-10-28,,21,부산광역시,부산BIS
BSB164490301,롯데캐슬,35.16307224,129.06404551,2024-10-28,,21,부산광역시,부산BIS
BSB164520103,쥬디스태화,35.15473232,129.05934277,2024-10-28,,21,부산광역시,부산BIS
BSB164530101,부산여자대학교정문,35.16901861,129.07107896,2024-10-28,,21,부산광역시,부산BIS
BSB164530102,성모여자고등학교,35.16839773,129.07058247,2024-10-28,,21,부산광역시,부산BIS
BSB164530501,동의과학대사거리,35.16801632,129.07017038,2024-10-28,,21,부산광역시,부산BIS
BSB164530502,양정하이츠아파트,35.16682744,129.06994499,2024-10-28,,21,부산광역시,부산BIS
BSB164540101,동의의료원사거리,35.17174838,129.0742742,2024-10-28,,21,부산광역시,부산BIS
BSB164540102,양정성당,35.17111353,129.07275996,2024-10-28,,21,부산광역시,부산BIS
BSB164540201,양정성당,35.17128275,129.07260476,2024-10-28,,21,부산광역시,부산BIS
BSB164540202,부산진여자상업고등학교,35.1706207,129.07209175,2024-10-28,,21,부산광역시,부산BIS
BSB164550101,동의의료원,35.17020478,129.07643018,2024-10-28,,21,부산광역시,부산BIS
BSB164550201,부산진여자고등학교,35.17021621,129.0751765,2024-10-28,,21,부산광역시,부산BIS
BSB164550202,부광탕,35.17144359,129.07490948,2024-10-28,,21,부산광역시,부산BIS
BSB164560101,전포고개,35.15185939,129.07152414,2024-10-28,5272.0,21,부산광역시,부산BIS
BSB164560103,전포고개,35.15160248,129.07137862,2024-10-28,,21,부산광역시,부산BIS
BSB164560104,전포삼거리,35.15318954,129.0719062,2024-10-28,,21,부산광역시,부산BIS
BSB164560201,부산마케팅고등학교,35.15059335,129.06901208,2024-10-28,5267.0,21,부산광역시,부산BIS
BSB164560202,부산마케팅고등학교,35.15058569,129.06911002,2024-10-28,,21,부산광역시,부산BIS
BSB164570101,전포삼거리,35.1536011,129.07192618,2024-10-28,5274.0,21,부산광역시,부산BIS
BSB164570102,전포아파트,35.15595992,129.07156353,2024-10-28,5313.0,21,부산광역시,부산BIS
BSB164570103,전포아파트,35.1560393,129.07152522,2024-10-28,,21,부산광역시,부산BIS
BSB164570201,문현현대2차아파트,35.14777291,129.07421364,2024-10-28,,21,부산광역시,부산BIS
BSB164570202,전포고개,35.15072293,129.07314633,2024-10-28,,21,부산광역시,부산BIS
BSB164570203,남부산교회,35.15255363,129.07245973,2024-10-28,,21,부산광역시,부산BIS
BSB164570301,전포삼거리,35.15338153,129.07170452,2024-10-28,5273.0,21,부산광역시,부산BIS
BSB164570302,전포고개,35.15163678,129.0711364,2024-10-28,5271.0,21,부산광역시,부산BIS
BSB164570303,전포고개,35.15172082,129.07119117,2024-10-28,,21,부산광역시,부산BIS
BSB164570304,전포삼거리,35.15326512,129.07171392,2024-10-28,,21,부산광역시,부산BIS
BSB164580201,전포아파트,35.15522761,129.0715829,2024-10-28,5275.0,21,부산광역시,부산BIS
BSB164580202,전포아파트,35.15511296,129.07160044,2024-10-28,,21,부산광역시,부산BIS
BSB164580301,파티마의원,35.15690581,129.07115714,2024-10-28,5322.0,21,부산광역시,부산BIS
BSB164580401,파티마의원,35.15701409,129.07108546,2024-10-28,,21,부산광역시,부산BIS
BSB164580402,협성아파트,35.15792072,129.07103128,2024-10-28,,21,부산광역시,부산BIS
BSB164600201,부전시장입구,35.16047655,129.05549618,2024-10-28,,21,부산광역시,부산BIS
BSB164600202,영광도서,35.1584994,129.05744785,2024-10-28,,21,부산광역시,부산BIS
BSB164620301,네오스포,35.15306558,129.05398504,2024-10-28,5064.0,21,부산광역시,부산BIS
BSB164620303,부암역.부산도시공사,35.15598519,129.05127623,2024-10-28,5344.0,21,부산광역시,부산BIS
BSB164630302,서면역.롯데호텔백화점,35.15785695,129.0557802,2024-10-28,5190.0,21,부산광역시,부산BIS
BSB164630304,롯데호텔백화점.서면역,35.15785765,129.05543049,2024-10-28,,21,부산광역시,부산BIS
BSB164640301,서면시장,35.15610907,129.05766958,2024-10-28,5236.0,21,부산광역시,부산BIS
BSB164650201,서면복개로,35.15389953,129.05769083,2024-10-28,5234.0,21,부산광역시,부산BIS
BSB164650301,롯데호텔백화점.서면역,35.15707778,129.05790284,2024-10-28,5237.0,21,부산광역시,부산BIS
BSB164650302,롯데호텔백화점.서면역,35.15634588,129.0578977,2024-10-28,,21,부산광역시,부산BIS
BSB164670201,부산진초등학교,35.15014631,129.05830804,2024-10-28,5230.0,21,부산광역시,부산BIS
BSB164670202,부산진초등학교,35.15013414,129.05841533,2024-10-28,,21,부산광역시,부산BIS
BSB164670301,부산진초등학교,35.1507127,129.05709939,2024-10-28,5235.0,21,부산광역시,부산BIS
BSB164670501,부산진초등학교,35.15111489,129.05794264,2024-10-28,5232.0,21,부산광역시,부산BIS
BSB164670502,서면1번가,35.15408195,129.05791483,2024-10-28,5241.0,21,부산광역시,부산BIS
BSB164670503,서면1번가,35.15369314,129.05790259,2024-10-28,,21,부산광역시,부산BIS
BSB164670504,부산진초등학교,35.15105691,129.057933,2024-10-28,,21,부산광역시,부산BIS
BSB164680201,서면역,35.15728105,129.05945981,2024-10-28,,21,부산광역시,부산BIS
BSB164690101,부산진초등학교,35.14963611,129.05574892,2024-10-28,,21,부산광역시,부산BIS
BSB164690201,경남아파트,35.14397913,129.05580916,2024-10-28,5213.0,21,부산광역시,부산BIS
BSB164690301,신암.범천2동주민센터,35.14855587,129.05394732,2024-10-28,5212.0,21,부산광역시,부산BIS
BSB164690302,CBS방송국,35.15180362,129.05083503,2024-10-28,5197.0,21,부산광역시,부산BIS
BSB164700401,부산진구청후문,35.16148564,129.05252804,2024-10-28,5359.0,21,부산광역시,부산BIS
BSB164710101,서면역.롯데호텔백화점,35.15737315,129.05663009,2024-10-28,5319.0,21,부산광역시,부산BIS
BSB164710401,부산진경찰서,35.16031613,129.05480033,2024-10-28,,21,부산광역시,부산BIS
BSB164720101,부산시청.시청역,35.17789728,129.0753886,2024-10-28,13040.0,21,부산광역시,부산BIS
BSB164730201,더샵센트럴스타,35.15226109,129.06055565,2024-10-28,,21,부산광역시,부산BIS
BSB164770201,약국사거리,35.17151587,129.07471893,2024-10-28,,21,부산광역시,부산BIS
BSB164820301,양정역6번출구,35.1737427,129.07304454,2024-10-28,5011.0,21,부산광역시,부산BIS
BSB164840101,수정약국,35.16834061,129.0632411,2024-10-28,,21,부산광역시,부산BIS
BSB164840201,범전치안센터,35.16669266,129.06269178,2024-10-28,,21,부산광역시,부산BIS
BSB164840202,부산시민공원,35.16605112,129.0613114,2024-10-28,,21,부산광역시,부산BIS
BSB164850201,수정약국,35.16858529,129.06323112,2024-10-28,,21,부산광역시,부산BIS
BSB164860101,녹동아파트,35.16751553,129.06382888,2024-10-28,,21,부산광역시,부산BIS
BSB164870101,박구정학원,35.16761724,129.0649664,2024-10-28,,21,부산광역시,부산BIS
BSB164870201,녹동아파트,35.16763501,129.06396173,2024-10-28,,21,부산광역시,부산BIS
BSB164880101,동원아파트,35.16854887,129.06557454,2024-10-28,,21,부산광역시,부산BIS
BSB164880102,양성초등학교,35.16972434,129.06576614,2024-10-28,,21,부산광역시,부산BIS
BSB164880201,박구정학원,35.16772451,129.06485223,2024-10-28,,21,부산광역시,부산BIS
BSB164890101,동원아파트,35.16891618,129.06563196,2024-10-28,,21,부산광역시,부산BIS
BSB164890301,김해쌀집,35.17130949,129.06439586,2024-10-28,,21,부산광역시,부산BIS
BSB164910301,현대아파트2차후문,35.17187534,129.06370377,2024-10-28,,21,부산광역시,부산BIS
BSB164910401,김해쌀집,35.17123456,129.06425781,2024-10-28,,21,부산광역시,부산BIS
BSB164910402,양성초등학교,35.17016091,129.06549285,2024-10-28,,21,부산광역시,부산BIS
BSB164920101,한신아파트,35.16318233,129.06557806,2024-10-28,,21,부산광역시,부산BIS
BSB164920102,새마을금고,35.16321425,129.06703223,2024-10-28,,21,부산광역시,부산BIS
BSB164920201,롯데캐슬스카이,35.16294705,129.06518661,2024-10-28,5337.0,21,부산광역시,부산BIS
BSB164920301,항도중학교,35.16356423,129.06498304,2024-10-28,,21,부산광역시,부산BIS
BSB164930301,적십자회관,35.16243177,129.06347326,2024-10-28,,21,부산광역시,부산BIS
BSB164940201,한신아파트,35.16333406,129.06589817,2024-10-28,,21,부산광역시,부산BIS
BSB164940202,새마을금고,35.16337355,129.06724775,2024-10-28,,21,부산광역시,부산BIS
BSB164960201,경로당,35.16457719,129.0674016,2024-10-28,,21,부산광역시,부산BIS
BSB164960202,천지탕,35.16362649,129.06768702,2024-10-28,,21,부산광역시,부산BIS
BSB164970201,경로당,35.16446668,129.06729176,2024-10-28,,21,부산광역시,부산BIS
BSB164970202,천지탕,35.16361706,129.067517,2024-10-28,,21,부산광역시,부산BIS
BSB165020201,만호빌라,35.15949165,129.06861257,2024-10-28,,21,부산광역시,부산BIS
BSB165020202,기와집,35.15913457,129.06934912,2024-10-28,,21,부산광역시,부산BIS
BSB165040201,영화약국,35.16027679,129.06896231,2024-10-28,,21,부산광역시,부산BIS
BSB165060201,파티마의원,35.15648131,129.07111628,2024-10-28,5323.0,21,부산광역시,부산BIS
BSB165090301,파티마의원,35.15639767,129.07114447,2024-10-28,,21,부산광역시,부산BIS
BSB165090302,협성아파트,35.15781637,129.07071427,2024-10-28,,21,부산광역시,부산BIS
BSB165090402,전홍빌라,35.1587715,129.07109471,2024-10-28,,21,부산광역시,부산BIS
BSB165090403,대동아파트,35.16046584,129.07073234,2024-10-28,,21,부산광역시,부산BIS
BSB165120201,양정사진관,35.16922764,129.06995772,2024-10-28,,21,부산광역시,부산BIS
BSB165130101,동의과학대학교,35.16623453,129.07198189,2024-10-28,,21,부산광역시,부산BIS
BSB165130102,동의공업고등학교,35.16663735,129.0711168,2024-10-28,,21,부산광역시,부산BIS
BSB165130201,성모여자고등학교,35.16797786,129.07055221,2024-10-28,,21,부산광역시,부산BIS
BSB165140101,동의공업고등학교,35.16675124,129.07127302,2024-10-28,,21,부산광역시,부산BIS
BSB165140102,동의과학대학교,35.16637546,129.07204778,2024-10-28,,21,부산광역시,부산BIS
BSB165190101,동의의료원,35.17036256,129.07633656,2024-10-28,,21,부산광역시,부산BIS
BSB165220201,양정역,35.17272658,129.07147325,2024-10-28,,21,부산광역시,부산BIS
BSB165240101,동평유치원,35.16817912,129.04081742,2024-10-28,5303.0,21,부산광역시,부산BIS
BSB165240201,부암3동주민센터,35.16871853,129.03936484,2024-10-28,5330.0,21,부산광역시,부산BIS
BSB165240301,협성피닉스,35.17014307,129.03868794,2024-10-28,5066.0,21,부산광역시,부산BIS
BSB165250301,부암3동주민센터,35.16866514,129.03956278,2024-10-28,5068.0,21,부산광역시,부산BIS
BSB165260101,진성아파트,35.14871059,129.0266878,2024-10-28,5126.0,21,부산광역시,부산BIS
BSB165260201,벽산아파트,35.14736799,129.02351602,2024-10-28,5123.0,21,부산광역시,부산BIS
BSB165270101,기점,35.17104174,129.03176145,2024-10-28,,21,부산광역시,부산BIS
BSB165270201,개성고등학교,35.17023349,129.03154713,2024-10-28,5276.0,21,부산광역시,부산BIS
BSB165270202,당감백산아파트,35.16908607,129.03293671,2024-10-28,5080.0,21,부산광역시,부산BIS
BSB165290101,기점,35.17095543,129.03160366,2024-10-28,5285.0,21,부산광역시,부산BIS
BSB165330101,만덕터널입구,35.21183353,129.05732937,2024-10-28,6057.0,21,부산광역시,부산BIS
BSB165330102,개별화물협회,35.21498508,129.0650106,2024-10-28,6039.0,21,부산광역시,부산BIS
BSB165350101,온천장역.CGV동래,35.22200701,129.08537264,2024-10-28,6232.0,21,부산광역시,부산BIS
BSB165350201,온천장역.SK허브스카이,35.22176173,129.08488774,2024-10-28,6011.0,21,부산광역시,부산BIS
BSB165350301,식물원입구,35.22420669,129.08230426,2024-10-28,11098.0,21,부산광역시,부산BIS
BSB165350302,온천시장(목욕타운),35.22335133,129.08344242,2024-10-28,,21,부산광역시,부산BIS
BSB165390401,온천입구,35.21676543,129.08513925,2024-10-28,6019.0,21,부산광역시,부산BIS
BSB165390402,온천입구,35.21624715,129.08437768,2024-10-28,6020.0,21,부산광역시,부산BIS
BSB165390403,동래구노인복지관,35.21361278,129.0830369,2024-10-28,6036.0,21,부산광역시,부산BIS
BSB165390404,동래구노인복지관,35.21335445,129.08297784,2024-10-28,6037.0,21,부산광역시,부산BIS
BSB165390601,온천장입구,35.2168293,129.08618854,2024-10-28,,21,부산광역시,부산BIS
BSB165400101,온천장역.SK허브스카이,35.22109137,129.08500238,2024-10-28,6012.0,21,부산광역시,부산BIS
BSB165430302,동래한전,35.19644394,129.1058968,2024-10-28,6705.0,21,부산광역시,부산BIS
BSB165440103,부산원동역,35.19437106,129.11211711,2024-10-28,6702.0,21,부산광역시,부산BIS
BSB165440201,뜨란채아파트,35.19405762,129.1084318,2024-10-28,6089.0,21,부산광역시,부산BIS
BSB165450101,우성아파트,35.20556395,129.08644156,2024-10-28,,21,부산광역시,부산BIS
BSB165450401,복산동주민센터,35.20629181,129.08556668,2024-10-28,6253.0,21,부산광역시,부산BIS
BSB165450402,복산동주민센터,35.20582203,129.08600175,2024-10-28,,21,부산광역시,부산BIS
BSB165450403,현대아파트,35.20666541,129.08521016,2024-10-28,,21,부산광역시,부산BIS
BSB165460101,무량사,35.20678494,129.08977896,2024-10-28,,21,부산광역시,부산BIS
BSB165460301,우성아파트,35.20573282,129.08694797,2024-10-28,,21,부산광역시,부산BIS
BSB165500101,롯데백화점동래점.명륜역,35.21336811,129.07912991,2024-10-28,6031.0,21,부산광역시,부산BIS
BSB165500201,명륜역,35.21272455,129.07955927,2024-10-28,6034.0,21,부산광역시,부산BIS
BSB165500501,롯데백화점동래점.명륜역,35.21276314,129.07812633,2024-10-28,6030.0,21,부산광역시,부산BIS
BSB165500502,롯데백화점동래점,35.21240501,129.07836615,2024-10-28,,21,부산광역시,부산BIS
BSB165510101,온천장,35.21754552,129.08426589,2024-10-28,6021.0,21,부산광역시,부산BIS
BSB165510201,명륜역,35.2135839,129.07964768,2024-10-28,6033.0,21,부산광역시,부산BIS
BSB165530202,(구)수정약국,35.1988756,129.11191274,2024-10-28,,21,부산광역시,부산BIS
BSB165530301,안락2동수협,35.19861597,129.11053974,2024-10-28,6184.0,21,부산광역시,부산BIS
BSB165540101,충렬초등학교,35.20009625,129.11259421,2024-10-28,6216.0,21,부산광역시,부산BIS
BSB165540201,안락SK2차아파트,35.19905032,129.11346206,2024-10-28,9268.0,21,부산광역시,부산BIS
BSB165540202,센텀SK뷰아파트,35.20256569,129.11669402,2024-10-28,9266.0,21,부산광역시,부산BIS
BSB165540203,안락SK현대아파트,35.19896009,129.1132697,2024-10-28,,21,부산광역시,부산BIS
BSB165560101,동래경찰서,35.20051,129.085055,2024-10-28,6145.0,21,부산광역시,부산BIS
BSB165560201,돌매국밥,35.19509063,129.08740127,2024-10-28,,21,부산광역시,부산BIS
BSB165560202,삼성가든아파트,35.19784617,129.08560238,2024-10-28,,21,부산광역시,부산BIS
BSB165560203,새동래3차아파트,35.19660326,129.08641818,2024-10-28,,21,부산광역시,부산BIS
BSB165560301,세병교,35.19756692,129.08353199,2024-10-28,6244.0,21,부산광역시,부산BIS
BSB165560401,동래경찰서.수안역,35.20081505,129.08432995,2024-10-28,6144.0,21,부산광역시,부산BIS
BSB165560402,동래경찰서,35.20090479,129.08429328,2024-10-28,,21,부산광역시,부산BIS
BSB165590101,충렬사역.서원시장,35.20063871,129.09824862,2024-10-28,6197.0,21,부산광역시,부산BIS
BSB165600202,낙민역.동래고등학교,35.19956657,129.09221098,2024-10-28,6158.0,21,부산광역시,부산BIS
BSB165610101,동래시장정문.수안치안센터,35.20291119,129.08556791,2024-10-28,6251.0,21,부산광역시,부산BIS
BSB165610102,부산은행동래금융센터,35.20457361,129.08456472,2024-10-28,6252.0,21,부산광역시,부산BIS
BSB165620201,서원시장,35.20078703,129.0986346,2024-10-28,,21,부산광역시,부산BIS
BSB165620401,충렬사후문,35.20122125,129.09786557,2024-10-28,,21,부산광역시,부산BIS
BSB165630101,119안전체험관,35.21708796,129.07362728,2024-10-28,,21,부산광역시,부산BIS
BSB165630102,금강공원,35.21900222,129.07656005,2024-10-28,,21,부산광역시,부산BIS
BSB165630103,동래온천소방서,35.22288424,129.07728175,2024-10-28,,21,부산광역시,부산BIS
BSB165630104,해양자연사박물관,35.22038146,129.07667355,2024-10-28,,21,부산광역시,부산BIS
BSB165630201,우장춘기념관,35.21313972,129.07149889,2024-10-28,,21,부산광역시,부산BIS
BSB165640301,화신아파트,35.19878064,129.07582942,2024-10-28,6140.0,21,부산광역시,부산BIS
BSB165640401,부전교회,35.20024838,129.07801865,2024-10-28,6142.0,21,부산광역시,부산BIS
BSB165640402,부전교회,35.20009308,129.07804216,2024-10-28,,21,부산광역시,부산BIS
BSB165650201,부전교회,35.19982102,129.07770017,2024-10-28,6141.0,21,부산광역시,부산BIS
BSB165670101,조양아파트,35.2062049,129.10088449,2024-10-28,,21,부산광역시,부산BIS
BSB165670201,국제파크아파트,35.2053378,129.09988986,2024-10-28,,21,부산광역시,부산BIS
BSB165670202,조양아파트,35.20604368,129.10042841,2024-10-28,,21,부산광역시,부산BIS
BSB165680301,코끼리유치원,35.20688718,129.09330724,2024-10-28,,21,부산광역시,부산BIS
BSB165680302,학산여자고등학교,35.20712357,129.09526046,2024-10-28,,21,부산광역시,부산BIS
BSB165680401,명장초등학교,35.20741166,129.09760795,2024-10-28,,21,부산광역시,부산BIS
BSB165680501,코끼리유치원,35.20765725,129.09378764,2024-10-28,,21,부산광역시,부산BIS
BSB165680502,학산여자고등학교,35.20738313,129.09530678,2024-10-28,,21,부산광역시,부산BIS
BSB165720201,명륜초등학교,35.2073672,129.08299598,2024-10-28,,21,부산광역시,부산BIS
BSB165720501,명륜교차로,35.20813349,129.0818313,2024-10-28,,21,부산광역시,부산BIS
BSB165730101,동래전화국,35.20414434,129.08262352,2024-10-28,6071.0,21,부산광역시,부산BIS
BSB165730102,동래전화국,35.20389638,129.0827366,2024-10-28,6072.0,21,부산광역시,부산BIS
BSB165730103,동래전화국,35.20406898,129.08265592,2024-10-28,,21,부산광역시,부산BIS
