정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
BSB168610202,광민약국.서대신동,35.11109889,129.00966887,2024-10-28,,21,부산광역시,부산BIS
BSB168610203,삼육부산병원,35.11230926,129.01058692,2024-10-28,,21,부산광역시,부산BIS
BSB168610204,협성아파트,35.11319656,129.01060873,2024-10-28,,21,부산광역시,부산BIS
BSB168610301,남성한빛.대신더샵,35.11656072,129.01071334,2024-10-28,,21,부산광역시,부산BIS
BSB168610302,대신롯데캐슬아파트,35.11533534,129.01069968,2024-10-28,,21,부산광역시,부산BIS
BSB168610303,협성아파트,35.11353768,129.01123127,2024-10-28,,21,부산광역시,부산BIS
BSB168620101,서대신역.서대신교차로,35.11225669,129.01323171,2024-10-28,2041.0,21,부산광역시,부산BIS
BSB168620102,부경고교,35.11354157,129.0139598,2024-10-28,2042.0,21,부산광역시,부산BIS
BSB168620103,서대신역,35.11167848,129.01289488,2024-10-28,,21,부산광역시,부산BIS
BSB168620104,부경고등학교,35.11346574,129.01392184,2024-10-28,,21,부산광역시,부산BIS
BSB168620201,서대신역.서부경찰서,35.11031152,129.01302464,2024-10-28,2040.0,21,부산광역시,부산BIS
BSB168620302,서대신교차로.서대신역,35.11057689,129.01112013,2024-10-28,2036.0,21,부산광역시,부산BIS
BSB168620401,삼육부산병원,35.11266757,129.01166317,2024-10-28,2034.0,21,부산광역시,부산BIS
BSB168630201,동산교회,35.08439027,129.01576943,2024-10-28,2187.0,21,부산광역시,부산BIS
BSB168640301,해강노인관,35.08452649,129.01977636,2024-10-28,2174.0,21,부산광역시,부산BIS
BSB168640302,남부민동경로당,35.08749759,129.0218997,2024-10-28,2113.0,21,부산광역시,부산BIS
BSB168640303,동천아파트,35.09002075,129.02175879,2024-10-28,2110.0,21,부산광역시,부산BIS
BSB168640304,대원사,35.09168922,129.01998104,2024-10-28,2101.0,21,부산광역시,부산BIS
BSB168640305,초장동,35.09262909,129.01882774,2024-10-28,2099.0,21,부산광역시,부산BIS
BSB168660201,민방위교육장,35.12111575,129.00944625,2024-10-28,,21,부산광역시,부산BIS
BSB168670101,부산터널입구,35.11166396,129.02284483,2024-10-28,2023.0,21,부산광역시,부산BIS
BSB168670201,화랑초등학교,35.10991056,129.022278,2024-10-28,2019.0,21,부산광역시,부산BIS
BSB168670301,동대시장.동대신역,35.11041004,129.01845014,2024-10-28,2022.0,21,부산광역시,부산BIS
BSB168670302,동대신시장,35.11076351,129.01935951,2024-10-28,,21,부산광역시,부산BIS
BSB168670303,부산은행,35.11135343,129.02106459,2024-10-28,,21,부산광역시,부산BIS
BSB168680101,민들레맨션,35.10914612,129.00946615,2024-10-28,2155.0,21,부산광역시,부산BIS
BSB168680102,자유아파트,35.1096349,129.00962808,2024-10-28,,21,부산광역시,부산BIS
BSB168680201,대티배수지,35.10783456,129.00961182,2024-10-28,,21,부산광역시,부산BIS
BSB168680202,부민석유,35.10584071,129.0163546,2024-10-28,,21,부산광역시,부산BIS
BSB168680203,부민e편한세상아파트,35.10420942,129.01684144,2024-10-28,,21,부산광역시,부산BIS
BSB168680204,산월노인정,35.10660572,129.01221243,2024-10-28,,21,부산광역시,부산BIS
BSB168680205,연성아파트,35.10785678,129.01072117,2024-10-28,,21,부산광역시,부산BIS
BSB168680206,대신푸르지오,35.10721641,129.01481429,2024-10-28,,21,부산광역시,부산BIS
BSB168680207,청송슈퍼,35.10387964,129.01649879,2024-10-28,,21,부산광역시,부산BIS
BSB168680208,한일공업사,35.10686045,129.01371119,2024-10-28,,21,부산광역시,부산BIS
BSB168720201,남부민시장입구,35.0931682,129.0221187,2024-10-28,2103.0,21,부산광역시,부산BIS
BSB168730201,남부민초등학교,35.08821463,129.02319299,2024-10-28,2109.0,21,부산광역시,부산BIS
BSB168730202,천마우편취급국,35.08593527,129.02247771,2024-10-28,2114.0,21,부산광역시,부산BIS
BSB168730203,남부민2동주민센터,35.08355896,129.02029425,2024-10-28,2122.0,21,부산광역시,부산BIS
BSB168750201,대원사,35.09153594,129.01983457,2024-10-28,2100.0,21,부산광역시,부산BIS
BSB168750202,동천아파트,35.09054675,129.02154399,2024-10-28,2111.0,21,부산광역시,부산BIS
BSB168750203,남부민동경로당,35.0877169,129.02167158,2024-10-28,2112.0,21,부산광역시,부산BIS
BSB168750204,해강노인관,35.08511842,129.0202185,2024-10-28,2173.0,21,부산광역시,부산BIS
BSB168750205,남부민동,35.08326948,129.01799272,2024-10-28,2186.0,21,부산광역시,부산BIS
BSB168750301,초장중학교,35.09445526,129.01914425,2024-10-28,2096.0,21,부산광역시,부산BIS
BSB168750302,하동상회,35.09622505,129.01833697,2024-10-28,2094.0,21,부산광역시,부산BIS
BSB168760101,광민약국.서대신동,35.11105227,129.00989557,2024-10-28,2038.0,21,부산광역시,부산BIS
BSB168760102,광민약국.서대신동,35.11097364,129.00988513,2024-10-28,,21,부산광역시,부산BIS
BSB168760103,삼육부산병원,35.11232643,129.01086625,2024-10-28,,21,부산광역시,부산BIS
BSB168760201,민들레맨션,35.10876245,129.00912748,2024-10-28,2154.0,21,부산광역시,부산BIS
BSB168760202,자유아파트,35.10971878,129.00938036,2024-10-28,,21,부산광역시,부산BIS
BSB168770301,민방위교육장,35.12125555,129.00971296,2024-10-28,,21,부산광역시,부산BIS
BSB168770401,대신롯데캐슬아파트,35.11729325,129.0095852,2024-10-28,,21,부산광역시,부산BIS
BSB168770402,민방위교육장,35.12039216,129.00958521,2024-10-28,,21,부산광역시,부산BIS
BSB168770403,효목빌라,35.11883144,129.00934793,2024-10-28,,21,부산광역시,부산BIS
BSB168780101,대신중학교,35.11702327,129.01392356,2024-10-28,2169.0,21,부산광역시,부산BIS
BSB168780102,경성전자고등학교,35.11605574,129.01354978,2024-10-28,2149.0,21,부산광역시,부산BIS
BSB168780103,구덕운동장,35.11707219,129.01399021,2024-10-28,,21,부산광역시,부산BIS
BSB168780301,서부교육청,35.11791697,129.01221106,2024-10-28,2004.0,21,부산광역시,부산BIS
BSB168780302,서대신금호아파트(종점),35.11949953,129.01128616,2024-10-28,2160.0,21,부산광역시,부산BIS
BSB168780303,경성전자고등학교,35.11670757,129.0128738,2024-10-28,,21,부산광역시,부산BIS
BSB168780304,금호아파트,35.11900036,129.01163395,2024-10-28,,21,부산광역시,부산BIS
BSB168780305,남성한빛.대신더샵,35.1177464,129.01228639,2024-10-28,,21,부산광역시,부산BIS
BSB168790201,동아대학교병원,35.12025594,129.01636452,2024-10-28,,21,부산광역시,부산BIS
BSB168790301,동아대학교구덕캠퍼스,35.12077851,129.01747682,2024-10-28,,21,부산광역시,부산BIS
BSB168800101,아미파출소,35.10053486,129.01630132,2024-10-28,,21,부산광역시,부산BIS
BSB168800201,부산서교회,35.10202209,129.01657281,2024-10-28,,21,부산광역시,부산BIS
BSB168810101,대티배수지,35.1079994,129.00973104,2024-10-28,,21,부산광역시,부산BIS
BSB168810102,부민석유,35.10573923,129.01663456,2024-10-28,,21,부산광역시,부산BIS
BSB168810103,부민e편한세상아파트,35.10414326,129.01702632,2024-10-28,,21,부산광역시,부산BIS
BSB168810104,산월노인정,35.10664154,129.01250397,2024-10-28,,21,부산광역시,부산BIS
BSB168810105,연성아파트,35.10798185,129.01147264,2024-10-28,,21,부산광역시,부산BIS
BSB168810106,대신푸르지오,35.10740471,129.01487654,2024-10-28,,21,부산광역시,부산BIS
BSB168810107,청송슈퍼,35.10309384,129.01660554,2024-10-28,,21,부산광역시,부산BIS
BSB168810108,한일공업사,35.10707108,129.01378481,2024-10-28,,21,부산광역시,부산BIS
BSB168810301,부산서교회,35.10238746,129.01641452,2024-10-28,,21,부산광역시,부산BIS
BSB168820301,서여고,35.11255487,129.02133713,2024-10-28,2024.0,21,부산광역시,부산BIS
BSB168830101,구덕꽃마을,35.12725896,129.00705873,2024-10-28,,21,부산광역시,부산BIS
BSB168840101,구덕꽃마을,35.12729994,129.00734936,2024-10-28,,21,부산광역시,부산BIS
BSB168850101,성진수산,35.06213807,129.01309992,2024-10-28,2178.0,21,부산광역시,부산BIS
BSB168850201,부산국제수산물도매시장,35.05988632,129.01127917,2024-10-28,2179.0,21,부산광역시,부산BIS
BSB168870201,마리아수녀회,35.08234815,129.01229875,2024-10-28,2188.0,21,부산광역시,부산BIS
BSB168950101,동아대학교병원,35.11942772,129.01665016,2024-10-28,2057.0,21,부산광역시,부산BIS
BSB168950201,경남고등학교입구,35.11715714,129.01923234,2024-10-28,,21,부산광역시,부산BIS
BSB168950301,동대신3동,35.1172523,129.01823426,2024-10-28,2009.0,21,부산광역시,부산BIS
BSB168950302,동대신3동,35.11748737,129.01832959,2024-10-28,,21,부산광역시,부산BIS
BSB168960201,대청마루,35.11467296,129.02588024,2024-10-28,,21,부산광역시,부산BIS
BSB168960202,영산3동아파트,35.11619284,129.02300228,2024-10-28,,21,부산광역시,부산BIS
BSB168960203,한국빌라,35.11557976,129.02469945,2024-10-28,,21,부산광역시,부산BIS
BSB169030401,초량역3번출구,35.12021611,129.0415405,2024-10-28,3082.0,21,부산광역시,부산BIS
BSB169040201,인창병원,35.1227471,129.04279684,2024-10-28,3086.0,21,부산광역시,부산BIS
BSB169040301,경남여중,35.12421247,129.04236609,2024-10-28,3085.0,21,부산광역시,부산BIS
BSB169050101,인창병원,35.12246662,129.0429253,2024-10-28,3087.0,21,부산광역시,부산BIS
BSB169060301,부산고교,35.12052857,129.03906868,2024-10-28,3070.0,21,부산광역시,부산BIS
BSB169070201,이편한세상부산항.(구)성분도병원,35.12249678,129.0401174,2024-10-28,3173.0,21,부산광역시,부산BIS
BSB169070301,걸스카우트회관,35.12291259,129.03937368,2024-10-28,3183.0,21,부산광역시,부산BIS
BSB169070302,부산고교,35.12061588,129.03876252,2024-10-28,3184.0,21,부산광역시,부산BIS
BSB169100203,부산역,35.11604668,129.03988726,2024-10-28,,21,부산광역시,부산BIS
BSB169100301,국민은행,35.11713225,129.03996615,2024-10-28,3065.0,21,부산광역시,부산BIS
BSB169110101,인창병원,35.12212237,129.04192965,2024-10-28,3152.0,21,부산광역시,부산BIS
BSB169120201,초량,35.11949667,129.04135667,2024-10-28,3080.0,21,부산광역시,부산BIS
BSB169130201,부산역.초량시장입구,35.11687316,129.04014247,2024-10-28,3074.0,21,부산광역시,부산BIS
BSB169140301,초량시장입구,35.11870938,129.04079378,2024-10-28,3073.0,21,부산광역시,부산BIS
BSB169150205,부산진역,35.12802937,129.04779871,2024-10-28,,21,부산광역시,부산BIS
BSB169170101,부산서중학교,35.12599072,129.03534203,2024-10-28,3039.0,21,부산광역시,부산BIS
BSB169170201,아르미나아파트,35.12552096,129.03578886,2024-10-28,3171.0,21,부산광역시,부산BIS
BSB169170202,부산서중학교,35.12547035,129.03786069,2024-10-28,3176.0,21,부산광역시,부산BIS
BSB169170301,초량6동,35.12424674,129.03463838,2024-10-28,3041.0,21,부산광역시,부산BIS
BSB169170302,부산컴퓨터과학고교,35.12209114,129.03347254,2024-10-28,3043.0,21,부산광역시,부산BIS
BSB169170303,금수사,35.1196332,129.03007029,2024-10-28,3045.0,21,부산광역시,부산BIS
BSB169180201,부산서중학교,35.12593656,129.03575548,2024-10-28,3037.0,21,부산광역시,부산BIS
BSB169180301,부산서중학교,35.12615931,129.03487983,2024-10-28,3038.0,21,부산광역시,부산BIS
BSB169180302,부산서중학교,35.12588781,129.0347105,2024-10-28,3156.0,21,부산광역시,부산BIS
BSB169190101,수정초등학교,35.13067483,129.04684022,2024-10-28,3105.0,21,부산광역시,부산BIS
BSB169190102,수정초등학교,35.13062693,129.04691929,2024-10-28,,21,부산광역시,부산BIS
BSB169190301,수정5동,35.1339176,129.04510593,2024-10-28,3024.0,21,부산광역시,부산BIS
BSB169190302,수정5동,35.13395472,129.04503429,2024-10-28,,21,부산광역시,부산BIS
BSB169190303,수정성당,35.13298688,129.04627186,2024-10-28,,21,부산광역시,부산BIS
BSB169200101,수성초등학교,35.13384987,129.04279202,2024-10-28,3028.0,21,부산광역시,부산BIS
BSB169200102,수정삼거리,35.13526256,129.04515698,2024-10-28,3021.0,21,부산광역시,부산BIS
BSB169200301,동여중,35.13243737,129.04219957,2024-10-28,3030.0,21,부산광역시,부산BIS
BSB169200302,수정산가족체육공원입구,35.13175671,129.04049649,2024-10-28,3182.0,21,부산광역시,부산BIS
BSB169210101,서광교회,35.1400527,129.05117838,2024-10-28,3006.0,21,부산광역시,부산BIS
BSB169210102,아름빌아파트,35.14152152,129.05224872,2024-10-28,3004.0,21,부산광역시,부산BIS
BSB169210103,아름빌아파트,35.14163678,129.05236303,2024-10-28,,21,부산광역시,부산BIS
BSB169210201,나웅하이빌,35.13882056,129.05363882,2024-10-28,3161.0,21,부산광역시,부산BIS
BSB169210202,범일초등학교입구,35.13986031,129.05148926,2024-10-28,3159.0,21,부산광역시,부산BIS
BSB169210301,범일초등학교,35.13989321,129.04976916,2024-10-28,,21,부산광역시,부산BIS
BSB169220101,문화아파트,35.13649168,129.05381125,2024-10-28,3163.0,21,부산광역시,부산BIS
BSB169220102,금성고등학교,35.13454005,129.05208246,2024-10-28,3165.0,21,부산광역시,부산BIS
BSB169220103,좌이경로당,35.13299917,129.04984944,2024-10-28,3167.0,21,부산광역시,부산BIS
BSB169220201,나웅하이빌,35.13902244,129.0535964,2024-10-28,3162.0,21,부산광역시,부산BIS
BSB169220202,범일초등학교입구,35.14003167,129.05143511,2024-10-28,3177.0,21,부산광역시,부산BIS
BSB169230101,하승빌라,35.13422494,129.04784727,2024-10-28,3170.0,21,부산광역시,부산BIS
BSB169230201,수정5동,35.13402505,129.0445682,2024-10-28,3023.0,21,부산광역시,부산BIS
BSB169230202,수정성당입구,35.13225835,129.04602343,2024-10-28,3025.0,21,부산광역시,부산BIS
BSB169230203,수정5동,35.13396754,129.04464907,2024-10-28,,21,부산광역시,부산BIS
BSB169230204,수정성당,35.13243143,129.04600258,2024-10-28,,21,부산광역시,부산BIS
BSB169230301,수정삼거리,35.13538041,129.04573773,2024-10-28,3019.0,21,부산광역시,부산BIS
BSB169230302,수정삼거리,35.13532662,129.04578946,2024-10-28,,21,부산광역시,부산BIS
BSB169240101,좌이경로당,35.13282805,129.04979529,2024-10-28,3168.0,21,부산광역시,부산BIS
BSB169240102,금성고등학교,35.13453542,129.05235558,2024-10-28,3166.0,21,부산광역시,부산BIS
BSB169240103,문화아파트,35.13641478,129.0539988,2024-10-28,3164.0,21,부산광역시,부산BIS
BSB169240201,하승빌라,35.13426989,129.04809621,2024-10-28,3169.0,21,부산광역시,부산BIS
BSB169250201,수정삼거리,35.13531703,129.04546908,2024-10-28,3020.0,21,부산광역시,부산BIS
BSB169250202,수정삼거리,35.13523896,129.04553291,2024-10-28,,21,부산광역시,부산BIS
BSB169250301,수정삼거리,35.13524665,129.04451734,2024-10-28,3022.0,21,부산광역시,부산BIS
BSB169250302,수성초등학교,35.13387452,129.04251912,2024-10-28,3029.0,21,부산광역시,부산BIS
BSB169270101,부산역후문,35.11553655,129.04451039,2024-10-28,3062.0,21,부산광역시,부산BIS
BSB169270102,부산역후문,35.11722833,129.045605,2024-10-28,3079.0,21,부산광역시,부산BIS
BSB169270201,2부두,35.10847059,129.04010618,2024-10-28,1037.0,21,부산광역시,부산BIS
BSB169270202,연안여객터미널,35.10596514,129.0389702,2024-10-28,1044.0,21,부산광역시,부산BIS
BSB169300101,부산범천교회,35.14184118,129.05486043,2024-10-28,3003.0,21,부산광역시,부산BIS
BSB169300102,범천교회,35.1418131,129.05452837,2024-10-28,,21,부산광역시,부산BIS
BSB169300301,아름빌아파트,35.14174416,129.05216172,2024-10-28,3005.0,21,부산광역시,부산BIS
BSB169300302,서광교회,35.14057938,129.05104903,2024-10-28,3007.0,21,부산광역시,부산BIS
BSB169300303,아름빌아파트,35.14184374,129.05225884,2024-10-28,,21,부산광역시,부산BIS
BSB169300304,서광교회,35.13991363,129.05094538,2024-10-28,,21,부산광역시,부산BIS
BSB169310101,금수사,35.1197897,129.03080008,2024-10-28,3044.0,21,부산광역시,부산BIS
BSB169310102,부산컴퓨터과학고교,35.12219577,129.0339054,2024-10-28,3042.0,21,부산광역시,부산BIS
BSB169310103,초량6동,35.12430863,129.03485115,2024-10-28,3040.0,21,부산광역시,부산BIS
BSB169310201,초량어린이집,35.11952188,129.03191346,2024-10-28,3154.0,21,부산광역시,부산BIS
BSB169310202,초량6동주민센터,35.12013879,129.03436154,2024-10-28,3047.0,21,부산광역시,부산BIS
BSB169310203,(구)해룡약국,35.11961152,129.03595978,2024-10-28,3048.0,21,부산광역시,부산BIS
BSB169310204,부산고교,35.12028667,129.03836482,2024-10-28,3069.0,21,부산광역시,부산BIS
BSB169310301,화신아파트,35.11847943,129.03005033,2024-10-28,3049.0,21,부산광역시,부산BIS
BSB169310302,동일파크맨션,35.11687512,129.03361636,2024-10-28,3051.0,21,부산광역시,부산BIS
BSB169310303,영주삼거리,35.11528264,129.0330303,2024-10-28,1002.0,21,부산광역시,부산BIS
BSB169320101,4부두,35.11983419,129.04744736,2024-10-28,3094.0,21,부산광역시,부산BIS
BSB169330201,부산역후문,35.117405,129.04521333,2024-10-28,3078.0,21,부산광역시,부산BIS
BSB169330202,부산역후문,35.11417862,129.04289641,2024-10-28,3061.0,21,부산광역시,부산BIS
BSB169340201,4부두,35.11929193,129.04746254,2024-10-28,3093.0,21,부산광역시,부산BIS
BSB169350101,부두119안전센터,35.12567358,129.05139833,2024-10-28,3113.0,21,부산광역시,부산BIS
BSB169360301,부두119안전센터,35.12561266,129.05021161,2024-10-28,3114.0,21,부산광역시,부산BIS
BSB169390101,좌천동가구거리(좌천역),35.13514769,129.05552321,2024-10-28,3138.0,21,부산광역시,부산BIS
BSB169410102,서광교회,35.13960911,129.05071723,2024-10-28,,21,부산광역시,부산BIS
BSB169410201,범일초등학교,35.14023286,129.04886261,2024-10-28,3012.0,21,부산광역시,부산BIS
BSB169410203,성북고개,35.13833572,129.0477556,2024-10-28,3016.0,21,부산광역시,부산BIS
BSB169410301,범일초등학교,35.14077493,129.04907405,2024-10-28,3008.0,21,부산광역시,부산BIS
BSB169410302,삼화약국,35.14321307,129.04888524,2024-10-28,3009.0,21,부산광역시,부산BIS
BSB169410303,범곡새마을금고,35.14066236,129.04908744,2024-10-28,,21,부산광역시,부산BIS
BSB169410304,삼화약국,35.14304735,129.04892394,2024-10-28,,21,부산광역시,부산BIS
BSB169410305,덕산탕,35.14176633,129.04903776,2024-10-28,,21,부산광역시,부산BIS
BSB169420101,안창마을입구,35.14439282,129.04824567,2024-10-28,5210.0,21,부산광역시,부산BIS
BSB169420102,호천마을입구,35.14414295,129.05027183,2024-10-28,5208.0,21,부산광역시,부산BIS
BSB169420103,서호정사,35.14547959,129.05128023,2024-10-28,5205.0,21,부산광역시,부산BIS
BSB169420201,삼화약국,35.14349157,129.04850175,2024-10-28,3010.0,21,부산광역시,부산BIS
BSB169420202,범일초등학교,35.14060254,129.04888457,2024-10-28,3011.0,21,부산광역시,부산BIS
BSB169420203,삼화약국,35.14354232,129.04842696,2024-10-28,,21,부산광역시,부산BIS
BSB169420204,범곡새마을금고,35.14077398,129.04886426,2024-10-28,,21,부산광역시,부산BIS
BSB169420301,안창마을입구,35.14551498,129.04658572,2024-10-28,,21,부산광역시,부산BIS
BSB169420302,안창마을종점,35.14600474,129.04234701,2024-10-28,,21,부산광역시,부산BIS
BSB169420303,안창삼거리,35.14450784,129.04799305,2024-10-28,,21,부산광역시,부산BIS
BSB169420304,보각사,35.14556627,129.04645679,2024-10-28,,21,부산광역시,부산BIS
BSB169420305,동구종합사회복지관,35.14596502,129.04249633,2024-10-28,,21,부산광역시,부산BIS
BSB169440101,동부경찰서,35.12946785,129.04868425,2024-10-28,,21,부산광역시,부산BIS
BSB169440201,수정시장,35.12859824,129.04617211,2024-10-28,3103.0,21,부산광역시,부산BIS
BSB169440301,수정초등학교,35.13125641,129.04703485,2024-10-28,3027.0,21,부산광역시,부산BIS
BSB169440302,수정초등학교,35.1310634,129.04696803,2024-10-28,,21,부산광역시,부산BIS
BSB169450101,(구)성분도병원,35.12254824,129.04035836,2024-10-28,3083.0,21,부산광역시,부산BIS
BSB169450401,초량지구대,35.11792622,129.03772864,2024-10-28,3066.0,21,부산광역시,부산BIS
BSB169450501,(구)해룡약국,35.11991401,129.03565473,2024-10-28,3155.0,21,부산광역시,부산BIS
BSB169450502,초량6동주민센터,35.12020421,129.03369946,2024-10-28,3046.0,21,부산광역시,부산BIS
BSB169450503,부산고교,35.12061036,129.03847743,2024-10-28,3068.0,21,부산광역시,부산BIS
BSB169450504,초량어린이집,35.11968113,129.03184363,2024-10-28,3153.0,21,부산광역시,부산BIS
BSB169460101,부산고교,35.1195063,129.03882188,2024-10-28,3072.0,21,부산광역시,부산BIS
BSB169460102,초량지구대,35.11796453,129.03799795,2024-10-28,3067.0,21,부산광역시,부산BIS
BSB169470101,수정1동공영주차장,35.12484024,129.03902412,2024-10-28,3172.0,21,부산광역시,부산BIS
BSB169470102,한림유치원,35.12393281,129.03993108,2024-10-28,3178.0,21,부산광역시,부산BIS
BSB169490101,동구청,35.12674209,129.04508096,2024-10-28,3101.0,21,부산광역시,부산BIS
BSB169500101,수정아파트,35.12724245,129.04080769,2024-10-28,3034.0,21,부산광역시,부산BIS
BSB169500102,묘심사,35.12657113,129.03951259,2024-10-28,3036.0,21,부산광역시,부산BIS
BSB169500301,수정2동,35.13028734,129.04070197,2024-10-28,3032.0,21,부산광역시,부산BIS
BSB169520401,수정아파트5동,35.12742535,129.03708948,2024-10-28,,21,부산광역시,부산BIS
BSB169520402,수정아파트6동,35.12764692,129.03784637,2024-10-28,,21,부산광역시,부산BIS
BSB169520403,수정아파트8동,35.12804639,129.03910974,2024-10-28,,21,부산광역시,부산BIS
BSB169530101,수정4동(종점),35.1273822,129.03872641,2024-10-28,3157.0,21,부산광역시,부산BIS
BSB169600101,동구종합사회복지관,35.14582207,129.04194279,2024-10-28,,21,부산광역시,부산BIS
BSB169600102,안창마을,35.14477694,129.04034574,2024-10-28,,21,부산광역시,부산BIS
BSB169610202,고관입구,35.12647814,129.04537512,2024-10-28,3099.0,21,부산광역시,부산BIS
BSB169610301,동구청.우체국,35.1276755,129.04554996,2024-10-28,,21,부산광역시,부산BIS
BSB169610302,부산진역1번출구,35.12710845,129.04644551,2024-10-28,,21,부산광역시,부산BIS
BSB169620101,수정시장,35.12903716,129.04687784,2024-10-28,3104.0,21,부산광역시,부산BIS
BSB169620102,수정시장,35.12894177,129.04677529,2024-10-28,,21,부산광역시,부산BIS
BSB169620301,동구청,35.12681228,129.0448283,2024-10-28,3102.0,21,부산광역시,부산BIS
BSB169630201,수정2동,35.12951534,129.04113664,2024-10-28,3033.0,21,부산광역시,부산BIS
BSB169630301,동여중,35.13178573,129.04198467,2024-10-28,3031.0,21,부산광역시,부산BIS
BSB169670401,남해지방해양경찰청,35.12765226,129.05487715,2024-10-28,3115.0,21,부산광역시,부산BIS
BSB169710101,범내골역3번출구.춘해병원,35.14670783,129.05889636,2024-10-28,5318.0,21,부산광역시,부산BIS
BSB169710301,부산범천교회,35.14200911,129.05513641,2024-10-28,5324.0,21,부산광역시,부산BIS
BSB169710302,범천교회,35.14200868,129.05539387,2024-10-28,,21,부산광역시,부산BIS
BSB169710401,경남아파트,35.14355267,129.05619249,2024-10-28,5214.0,21,부산광역시,부산BIS
BSB169710402,경남아파트,35.14432558,129.05608706,2024-10-28,,21,부산광역시,부산BIS
BSB169740401,축복예식장,35.13960572,129.06179436,2024-10-28,,21,부산광역시,부산BIS
BSB169770201,시민회관.동부산우체국,35.13825857,129.06246294,2024-10-28,3144.0,21,부산광역시,부산BIS
BSB169770301,시민회관.동부산우체국,35.1388906,129.0624732,2024-10-28,3145.0,21,부산광역시,부산BIS
BSB169780301,자유.평화시장,35.14091479,129.06054329,2024-10-28,3150.0,21,부산광역시,부산BIS
BSB169780302,자유시장,35.14099813,129.06046363,2024-10-28,,21,부산광역시,부산BIS
BSB166460103,한성기린아파트,35.19389168,129.099378,2024-10-28,,21,부산광역시,부산BIS
BSB166460201,안진초등학교,35.19335608,129.09859649,2024-10-28,6249.0,21,부산광역시,부산BIS
BSB166460301,벽산한신아파트,35.19432011,129.09803361,2024-10-28,,21,부산광역시,부산BIS
BSB166460302,안민초등학교,35.19448268,129.09413208,2024-10-28,,21,부산광역시,부산BIS
BSB166460303,중앙하이츠아파트,35.19443479,129.09605586,2024-10-28,,21,부산광역시,부산BIS
BSB166460402,안락교차로,35.19759833,129.09788667,2024-10-28,,21,부산광역시,부산BIS
BSB166480101,온천장,35.21827602,129.08241191,2024-10-28,6024.0,21,부산광역시,부산BIS
BSB166480102,온천예식장,35.21816623,129.08238792,2024-10-28,,21,부산광역시,부산BIS
BSB166490201,명장조양맨션(명장역),35.20601547,129.10208775,2024-10-28,6202.0,21,부산광역시,부산BIS
BSB166490202,명장1치안센터,35.20545826,129.10303044,2024-10-28,,21,부산광역시,부산BIS
BSB166500301,명장조양맨션(명장역),35.20599099,129.1028188,2024-10-28,6185.0,21,부산광역시,부산BIS
BSB166510101,명장1동행정복지센터,35.20475223,129.10519601,2024-10-28,6207.0,21,부산광역시,부산BIS
BSB166510102,명장시장,35.20453034,129.10773749,2024-10-28,6212.0,21,부산광역시,부산BIS
BSB166510103,명장1동새마을금고,35.20477284,129.10501359,2024-10-28,,21,부산광역시,부산BIS
BSB166510104,명장시장,35.20459157,129.10700839,2024-10-28,,21,부산광역시,부산BIS
BSB166510201,명장1동행정복지센터,35.20427842,129.10445831,2024-10-28,6209.0,21,부산광역시,부산BIS
BSB166510202,안락초등학교,35.20288867,129.10402753,2024-10-28,6210.0,21,부산광역시,부산BIS
BSB166510203,진흥상가,35.1998237,129.1044616,2024-10-28,6189.0,21,부산광역시,부산BIS
BSB166510204,명장1동주민센터,35.20418954,129.10442904,2024-10-28,,21,부산광역시,부산BIS
BSB166510205,부산은행,35.19990799,129.10446447,2024-10-28,,21,부산광역시,부산BIS
BSB166510206,안락초등학교,35.20273248,129.10406483,2024-10-28,,21,부산광역시,부산BIS
BSB166510301,명장1치안센터,35.20510217,129.10441016,2024-10-28,,21,부산광역시,부산BIS
BSB166520101,충렬초등학교,35.20098911,129.11175683,2024-10-28,,21,부산광역시,부산BIS
BSB166520301,혜화여고.충렬고,35.20186448,129.11110787,2024-10-28,,21,부산광역시,부산BIS
BSB166540101,한우크로바아파트,35.19902722,129.10948633,2024-10-28,6222.0,21,부산광역시,부산BIS
BSB166540102,한우크로바아파트,35.19901348,129.10965713,2024-10-28,,21,부산광역시,부산BIS
BSB166550301,부산은행,35.19955344,129.10470194,2024-10-28,,21,부산광역시,부산BIS
BSB166550302,안락병원,35.19934421,129.10780994,2024-10-28,,21,부산광역시,부산BIS
BSB166560301,명장조양맨션(명장역),35.20462701,129.1011998,2024-10-28,6199.0,21,부산광역시,부산BIS
BSB166570101,명장조양맨션(명장역),35.20442365,129.1014471,2024-10-28,6198.0,21,부산광역시,부산BIS
BSB166580101,벽산한신아파트,35.19417049,129.0977829,2024-10-28,,21,부산광역시,부산BIS
BSB166580102,안민초등학교,35.19432537,129.0937939,2024-10-28,,21,부산광역시,부산BIS
BSB166580103,중앙하이츠아파트,35.1942485,129.09598191,2024-10-28,,21,부산광역시,부산BIS
BSB166590203,낙민역.동래고등학교,35.19903191,129.09462507,2024-10-28,6161.0,21,부산광역시,부산BIS
BSB166600101,삼익아파트정문,35.19970327,129.06056496,2024-10-28,,21,부산광역시,부산BIS
BSB166600201,국민시장,35.19888489,129.0599718,2024-10-28,6112.0,21,부산광역시,부산BIS
BSB166600202,국민시장,35.19857844,129.06004909,2024-10-28,,21,부산광역시,부산BIS
